key	value
DIALOGDATA_VIVIAN_BRANCH_5_DIALOG_0_INPUT	Epyay, I'myay Angela'syay apprenticeyay. Ayay Icmystay, artpay ofyay erhay udiesstay.
DIALOGDATA_VIVIAN_BRANCH_5_DIALOG_1_INPUT	I'veyay anchedbray offyay otay udystay oremay onyay enchantingyay atherray anthay udyingstay offensiveyay agicmay.
DIALOGDATA_VIVIAN_BRANCH_5_DIALOG_2_INPUT	Iyay inkthay it'syay oremay illchay. Ityay akesmay oodgay ashcay ootay, enwhay ingsthay ogay ellway anywaysyay.
DIALOGDATA_VIVIAN_BRANCH_5_DIALOG_3_INPUT	Iyay espectray Angelayay. Ifyay ityay eren'tway orfay erhay, Iyay ouldn'tway ebay erehay. Ouyay ouldshay espectray erhay ootay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_0_INPUT	Ightray. Osay, ifyay ouyay utpay anyay equippableyay eaponway intoyay ethay enchantingyay otslay, ouyay ancay angechay ethay amageday alescay ofyay ityay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_1_INPUT	Ependingday onyay atwhay ouyay annaway oday, ou'reyay onnagay eednay omesay onesstay otay oday isthay ortsay ofyay ingthay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_2_INPUT	Orfay Engthstray, ou'llyay eednay Ightmay Onesstay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_3_INPUT	Exterityday illway eednay Agilityyay Onesstay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_4_INPUT	Astlylay, Indmay equiresray Uxflay Onesstay. Otgay ityay? Anywaysyay...
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_5_INPUT	Ifyay ethay eaponway isyay inheritedyay otay ethay alescay ouyay antway, enthay ityay on'tway ostcay anyyay onesstay. Oolcay, ightray?
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_6_INPUT	Ethay onesstay ancay ebay oundfay aroundyay ethay orldway, utbay eythay ancay alsoyay ebay oldsay omfray endorsvay ootay.
DIALOGDATA_VIVIAN_BRANCH_6_DIALOG_7_INPUT	Ethay onesstay areyay icypray, osay Iyay on'tway eapchay outyay onyay ouyay andyay addyay oremay otay ethay ostcay. Osay... ou'reyay elcomeway.
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Hmyay? Ohyay eyhay. At'swhay upyay?
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	I'myay Ivianvay, Angela'syay apprenticeyay.
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_2_INPUT	Myyay ecalityspay isyay enchantingyay eaponsway andyay armoryay.
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_3_INPUT	Ifyay ouyay otgay omesay ashcay, Iyay ancay obablypray elphay ouyay outyay. Ustjay askyay icelynay.
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_4_INPUT	Ooosay... at'swhay ityay onnagay ebay? Ouyay interestedyay inyay myyay ervicessay?
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_0	Aybemay aterlay.
DIALOGDATA_VIVIAN_INTRODUCTION_BRANCH_0_DIALOG_4_SELECTION_1	Ouyay etbay!
DIALOGDATA_DUNGEONPORTAL_NAME_TAG	
DIALOGDATA_DUNGEONPORTAL_BRANCH_0_DIALOG_0_INPUT	Atwhay isyay ouryay estinyday?
DIALOGDATA_DUNGEONPORTAL_BRANCH_0_DIALOG_0_SELECTION_0	Ancelcay
DIALOGDATA_DUNGEONPORTAL_INTRODUCTION_BRANCH_0_DIALOG_0_INPUT	Ethay ortalpay eminatesyay anyay evilyay owerpay! It'syay unlikeyay anyyay otheryay ortalpay ou'veyay eensay eforebay.
DIALOGDATA_DUNGEONPORTAL_INTRODUCTION_BRANCH_0_DIALOG_1_INPUT	Atwhay isyay ouryay estinyday?
DIALOGDATA_DUNGEONPORTAL_INTRODUCTION_BRANCH_0_DIALOG_1_SELECTION_0	Ancelcay
ITEM_RARITY_COMMON	Ommoncay
ITEM_RARITY_RARE	Areray
ITEM_RARITY_EXOTIC	Exoticyay
ITEM_RARITY_LEGENDARY	Egendarylay
ITEM_RARITY_COSMETIC	Osmeticcay
DAMAGE_TYPE_STRENGTH	Engthstray
DAMAGE_TYPE_DEXTERITY	Exterityday
DAMAGE_TYPE_MIND	Indmay
DAMAGE_TYPE_PURE	Urepay
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Engthstray efeatsday ethay eakway! It'syay ayay ownknay actfay atthay Ightersfay avehay ethay upperyay andhay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Avehay ouyay itnessedway ethay ategystray ofyay Onecyclay? It'syay myyay ifelay onglay oalgay otay earnlay ityay elfmysay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Enokyay isyay ethay uardiangay Iyay orshipway. Ishay eterminationday andyay alorvay esonatesray ithway emay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_06__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Iyay opehay otay eesay ethay orldway afesay againyay. Ityay oesn'tday eemsay ikelay at'llthay appenhay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Oday ouyay inkthay ethay Skyyay Alewhay illstay atchesway usyay?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	I'veyay itnessedway ethay Atteringshay. Iyay usedyay otay ivelay inyay ethay Effoldyay Erracetay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Ighsay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_01__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Idday ouyay owknay ouyay ancay eathebray underwateryay? It'syay ayay essingblay omfray Angelayay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Isthay aterway isyay osay urepay. E'reway osay ortunatefay otay avehay ityay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Isthay isyay ethay Anctumsay Akelay. Eway endtay otay elaxray erehay enwhay imestay areyay oughray.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Hmyay... Iyay onderway atwhay aterway ellsspay areyay outyay erethay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_02__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Angela'syay itingwray isyay osay ivineday!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I'veyay eenbay acticingpray Uxboltflay. Iyay ancay onlyyay etgay ityay otay ithay ayay ouplecay imestay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Ethay oundsay ofyay arcaneyay agicmay ingsbray emay oyjay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Imbueyay isyay ayay eryvay owerfulpay ellspay. Ityay ancay akemay ouryay eleemay eaponsway agicalmay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	I'myay orrysay, I'myay uiteqay usybay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Onay imetay otay atchay, I'myay ingtryay otay udystay omethingsay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Hmyay... ohyay? Orrysay, Iyay an'tcay alktay ightray ownay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Eetingsgray. Iyay eesay ouyay avehay omecay otay isthay orldway inyay eacepay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Myyay olleaguecay inksthay ouyay ooklay utecay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Ere'sthay uchsay ittlelay imetay otay earnlay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Ailhay, ostlay oulsay. Oesday isthay aceplay enticeyay ouyay?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Isthay Owertay ingsbray emay olitudesay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU_05__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Myyay olleaguecay eemssay otay ikelay ouyay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Esethay otway on'tday owknay atwhay ityay akestay otay ebay ulytray agileyay. Ifyay onlyyay eythay ewknay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Othingnay eatsbay ethay owerpay ofyay itway andyay eedspay. Ightersfay andyay Icsmystay on'tday andstay ayay ancechay againstyay Anditsbay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Avehay ouyay okenspay otay Allysay? E'sshay emarkableray.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Ityay isyay uiteqay earclay atthay ethay ayway ofyay ethay Icmystay isyay arfay oremay uperiorsay anthay ethay othersyay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Ellcastingspay isyay ethay etterbay optionyay, erethay areyay onay exceptionsyay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Angelayay owsknay estbay, andyay e'sshay ethay oneyay atthay owsknay oremay anthay ethay othersyay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Iyay avehay uiteqay ayay otlay ofyay ingsthay otay udystay oonsay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Eyahay, elcomeway otay ethay Arracksbay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Ou'veyay etmay Enokyay, orrectcay? Ehay isyay ethay Ighterfay Uardiangay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_08__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Myyay engthstray ommunescay ithway Enok'syay owerspay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Ihay erethay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Iyay eesay ou'reyay otnay omfray isthay orldway. E'reway ativesnay erehay. Ostlay oulssay areyay alwaysyay elcomeway.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_02__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Asyay onglay asyay ouyay assistyay usyay inyay isthay ireday imetay, ou'reyay eefray otay estray erehay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Elcomeway otay ethay Arracksbay, adventureryay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Astermay Enokyay owsknay ofyay ouryay esencepray. On'tday isappointday imhay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_07__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Ifyay onlyyay Iyay ouldcay illkay omesay imesslay ightray ownay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	It'syay angerousday outyay erethay. I'dyay adviseyay ouyay otay ebay eparedpray.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Inyay asecay ifyay ouyay on'tday owknay, ethay ortalpay otay ethay outeryay anctumsay opensyay enwhay ouyay avehay okenspay otay Angelayay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_04__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Ifyay onlyyay ethay outsideyay orldway asway afesay ikelay ityay onceyay asway...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Eway tryyay otay eepkay Anctumsay ockedstay ithway allyay ethay essentialsyay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Owhay anymay unbagsbay oday eway avehay eftlay? Iyay ostlay ountcay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Hmmyay... Iyay ouldshay alktay otay Allysay ustjay otay akemay uresay eway avehay everythingyay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Aghyay, eway eemsay otay ebay owlay onyay arrotcay akecay. Iyay ovelay atthay uffstay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Iyahay, avellertray!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I'veyay otgay omesay ainingtray otay oday, Iyay annaway eatbay upyay omesay imesslay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	E'reway otnay ongstray enoughyay otay aketay onyay ethay orldway outsideyay, utbay Iyay annaway ovepray atthay ongwray omedaysay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Etweenbay ouyay andyay emay, Iyay an'tcay aitway otay ickkay isthay uysgay assyay!
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_03__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_4	Atwhay? Ou'veyay ivedlay inyay ayay orldway atthay isn'tyay alwaysyay overcastyay?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Ailhay, adventureryay. Isthay isyay ethay atewaygay otay ethay Outeryay Anctumsay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	I'myay ationedstay erehay otay uardgay Anctumsay inyay asecay anythingyay omescay oughthray.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_RED_06__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Hmyay... owhay anymay anceschay avehay ouyay adhay otay ovepray ourselfyay eyondbay isthay orldway?
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	Iyay oday onderway atwhay otheryay aceplay outyay erethay inyay isthay orldway isyay asyay afesay asyay erehay...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_1	Avehay ouyay eenbay otay ethay Escentcray Eepkay? Umorray ashay ityay atthay ityay asway onceyay ayay empletay ofyay aturenay agicmay.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_2	Ethay Uardiansgay eemsay otay avehay edatedpray ouryay existanceyay, utbay i'veyay eenbay oldtay isthay isn'tyay uetray.
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_SANCTUM__CLIENTNPCS__NPC_SANCTUMCIVILIAN_GRN_01__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_3	Iyay onderway at'swhay orfay innerday...
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT	
DIALOGDATA_SANCTUMCIVILIAN_00_LOCAL_BRANCH_MAP_HUB_WALLOFTHESTARS__LOCALNPC__NPC_SANCTUMCIVILIAN_BLU__DIALOGTRIGGER_DIALOG_0_INPUT_ALT_0	It'syay ootay ovelylay erehay orfay emay otay eavelay. I'llyay ebay ayingstay erehay.
